Zyklen,Qm,Q,Q_rel,SOC,SiO,D,AbsZeit,dQ/dV,Cycle
10,92.55535,191.46,101.3447,90,10,5,2023-12-07 20:16:13,0,2
1,91.32263,188.91,100,90,10,6,2024-02-19 22:18:20,0.40553,1
1,91.32263,188.91,100,90,10,6,2024-02-19 22:18:20,0.40553,2
2,91.57885,189.44,100.2765,90,10,6,2024-02-20 03:30:19,0.40553,1
2,91.57885,189.44,100.2765,90,10,6,2024-02-20 03:30:19,0.40553,2
3,91.78672,189.87,100.5066,90,10,6,2024-02-20 08:43:02,0.40553,1
3,91.78672,189.87,100.5066,90,10,6,2024-02-20 08:43:02,0.40553,2
4,91.93658,190.18,100.6704,90,10,6,2024-02-20 13:56:14,0.40553,1
4,91.93658,190.18,100.6704,90,10,6,2024-02-20 13:56:14,0.40553,2
5,92.04776,190.41,100.7943,90,10,6,2024-02-20 19:09:48,0.40553,1
5,92.04776,190.41,100.7943,90,10,6,2024-02-20 19:09:48,0.40553,2
6,92.14928,190.62,100.9016,90,10,6,2024-02-21 00:23:40,0.40553,1
6,92.14928,190.62,100.9016,90,10,6,2024-02-21 00:23:40,0.40553,2
7,92.2363,190.8,100.9971,90,10,6,2024-02-21 05:37:52,0.40553,1
7,92.2363,190.8,100.9971,90,10,6,2024-02-21 05:37:52,0.40553,2
8,92.29431,190.92,101.0622,90,10,6,2024-02-21 10:52:14,0.40553,1
8,92.29431,190.92,101.0622,90,10,6,2024-02-21 10:52:14,0.40553,2
9,92.35232,191.04,101.1275,90,10,6,2024-02-21 16:06:49,0.40553,1
9,92.35232,191.04,101.1275,90,10,6,2024-02-21 16:06:49,0.40553,2
10,92.40549,191.15,101.1833,90,10,6,2024-02-21 21:21:32,0.40553,1
10,92.40549,191.15,101.1833,90,10,6,2024-02-21 21:21:32,0.40553,2
1,100,210.54,100,10,15,1,2022-12-19 23:43:19,0.173,1
1,100,210.54,100,10,15,1,2022-12-19 23:43:19,0,2
2,98.91232,208.25,98.90981,10,15,1,2022-12-20 06:38:20,0.173,1
2,98.91232,208.25,98.90981,10,15,1,2022-12-20 06:38:20,0,2
3,98.36611,207.1,98.36442,10,15,1,2022-12-20 13:30:22,0.173,1
3,98.36611,207.1,98.36442,10,15,1,2022-12-20 13:30:22,0,2
1,95.94851,202.01,100,10,15,2,2023-05-17 21:35:23,0.17685,1
1,95.94851,202.01,100,10,15,2,2023-05-17 21:35:23,0,2
2,95.46404,200.99,99.49852,10,15,2,2023-05-18 04:16:31,0.17685,1
2,95.46404,200.99,99.49852,10,15,2,2023-05-18 04:16:31,0,2
3,95.12682,200.28,99.14536,10,15,2,2023-05-18 10:55:55,0.17685,1
3,95.12682,200.28,99.14536,10,15,2,2023-05-18 10:55:55,0,2
4,94.85133,199.7,98.85842,10,15,2,2023-05-18 17:33:58,0.17685,1
4,94.85133,199.7,98.85842,10,15,2,2023-05-18 17:33:58,0,2
5,94.6376,199.25,98.63361,10,15,2,2023-05-19 00:11:03,0.17685,1
5,94.6376,199.25,98.63361,10,15,2,2023-05-19 00:11:03,0,2
6,94.42861,198.81,98.41836,10,15,2,2023-05-19 06:47:08,0.17685,1
6,94.42861,198.81,98.41836,10,15,2,2023-05-19 06:47:08,0,2
7,94.21488,198.36,98.19662,10,15,2,2023-05-19 13:22:23,0.17685,1
7,94.21488,198.36,98.19662,10,15,2,2023-05-19 13:22:23,0,2
8,94.02964,197.97,98.00185,10,15,2,2023-05-19 19:56:41,0.17685,1
8,94.02964,197.97,98.00185,10,15,2,2023-05-19 19:56:41,0,2
9,93.8919,197.68,97.85588,10,15,2,2023-05-20 02:30:24,0.17685,1
9,93.8919,197.68,97.85588,10,15,2,2023-05-20 02:30:24,0,2
10,93.75416,197.39,97.71509,10,15,2,2023-05-20 09:03:39,0.17685,1
10,93.75416,197.39,97.71509,10,15,2,2023-05-20 09:03:39,0,2
1,92.13451,193.98,100,10,15,3,2023-07-21 20:18:18,0.17753,1
1,92.13451,193.98,100,10,15,3,2023-07-21 20:18:18,0,2
2,92.31025,194.35,100.1942,10,15,3,2023-07-22 02:46:48,0.17753,1
2,92.31025,194.35,100.1942,10,15,3,2023-07-22 02:46:48,0,2
3,92.32925,194.39,100.2157,10,15,3,2023-07-22 09:14:42,0.17753,1
3,92.32925,194.39,100.2157,10,15,3,2023-07-22 09:14:42,0,2
4,92.334,194.4,100.2208,10,15,3,2023-07-22 15:42:30,0.17753,1
4,92.334,194.4,100.2208,10,15,3,2023-07-22 15:42:30,0,2
5,92.3055,194.34,100.1864,10,15,3,2023-07-22 22:10:00,0.17753,1
5,92.3055,194.34,100.1864,10,15,3,2023-07-22 22:10:00,0,2
6,92.29125,194.31,100.1735,10,15,3,2023-07-23 04:37:31,0.17753,1
6,92.29125,194.31,100.1735,10,15,3,2023-07-23 04:37:31,0,2
7,92.24375,194.21,100.1186,10,15,3,2023-07-23 11:04:44,0.17753,1
7,92.24375,194.21,100.1186,10,15,3,2023-07-23 11:04:44,0,2
8,92.20576,194.13,100.0808,10,15,3,2023-07-23 17:31:45,0.17753,1
8,92.20576,194.13,100.0808,10,15,3,2023-07-23 17:31:45,0,2
9,92.15351,194.02,100.0242,10,15,3,2023-07-23 23:58:33,0.17753,1
9,92.15351,194.02,100.0242,10,15,3,2023-07-23 23:58:33,0,2
10,92.11076,193.93,99.97425,10,15,3,2023-07-24 06:25:07,0.17753,1
10,92.11076,193.93,99.97425,10,15,3,2023-07-24 06:25:07,0,2
1,90.51012,190.56,100,10,15,4,2023-09-27 15:15:34,0.17794,1
1,90.51012,190.56,100,10,15,4,2023-09-27 15:15:34,0,2
2,90.81885,191.21,100.3419,10,15,4,2023-09-27 21:38:07,0.17794,1
2,90.81885,191.21,100.3419,10,15,4,2023-09-27 21:38:07,0,2
3,90.90434,191.39,100.435,10,15,4,2023-09-28 04:00:33,0.17794,1
3,90.90434,191.39,100.435,10,15,4,2023-09-28 04:00:33,0,2
4,90.96134,191.51,100.4986,10,15,4,2023-09-28 10:22:55,0.17794,1
4,90.96134,191.51,100.4986,10,15,4,2023-09-28 10:22:55,0,2
5,91.00408,191.6,100.5488,10,15,4,2023-09-28 16:45:23,0.17794,1
5,91.00408,191.6,100.5488,10,15,4,2023-09-28 16:45:23,0,2
6,91.01833,191.63,100.5625,10,15,4,2023-09-28 23:07:49,0.17794,1
6,91.01833,191.63,100.5625,10,15,4,2023-09-28 23:07:49,0,2
7,91.02308,191.64,100.5654,10,15,4,2023-09-29 05:30:18,0.17794,1
7,91.02308,191.64,100.5654,10,15,4,2023-09-29 05:30:18,0,2
8,91.04208,191.68,100.5869,10,15,4,2023-09-29 11:52:50,0.17794,1
8,91.04208,191.68,100.5869,10,15,4,2023-09-29 11:52:50,0,2
9,91.02783,191.65,100.5709,10,15,4,2023-09-29 18:15:16,0.17794,1
9,91.02783,191.65,100.5709,10,15,4,2023-09-29 18:15:16,0,2
10,91.01833,191.63,100.564,10,15,4,2023-09-30 00:37:37,0.17794,1
10,91.01833,191.63,100.564,10,15,4,2023-09-30 00:37:37,0,2
1,89.09946,187.59,100,10,15,5,2023-12-05 20:31:49,0.17766,1
1,89.09946,187.59,100,10,15,5,2023-12-05 20:31:49,0,2
2,89.49368,188.42,100.4455,10,15,5,2023-12-06 02:49:21,0.17766,1
2,89.49368,188.42,100.4455,10,15,5,2023-12-06 02:49:21,0,2
3,89.68367,188.82,100.6553,10,15,5,2023-12-06 09:07:06,0.17766,1
3,89.68367,188.82,100.6553,10,15,5,2023-12-06 09:07:06,0,2
4,89.76442,188.99,100.7495,10,15,5,2023-12-06 15:25:02,0.17766,1
4,89.76442,188.99,100.7495,10,15,5,2023-12-06 15:25:02,0,2
5,89.83091,189.13,100.8231,10,15,5,2023-12-06 21:43:07,0.17766,1
5,89.83091,189.13,100.8231,10,15,5,2023-12-06 21:43:07,0,2
6,89.88791,189.25,100.8848,10,15,5,2023-12-07 04:01:22,0.17766,1
6,89.88791,189.25,100.8848,10,15,5,2023-12-07 04:01:22,0,2
7,89.91641,189.31,100.9193,10,15,5,2023-12-07 10:19:35,0.17766,1
7,89.91641,189.31,100.9193,10,15,5,2023-12-07 10:19:35,0,2
8,89.9449,189.37,100.9488,10,15,5,2023-12-07 16:37:54,0.17766,1
8,89.9449,189.37,100.9488,10,15,5,2023-12-07 16:37:54,0,2
9,89.95915,189.4,100.9644,10,15,5,2023-12-07 22:56:13,0.17766,1
9,89.95915,189.4,100.9644,10,15,5,2023-12-07 22:56:13,0,2
10,89.94965,189.38,100.9548,10,15,5,2023-12-08 05:14:32,0.17766,1
10,89.94965,189.38,100.9548,10,15,5,2023-12-08 05:14:32,0,2
1,88.02603,185.33,100,10,15,6,2024-02-19 21:42:03,0.1879,1
1,88.02603,185.33,100,10,15,6,2024-02-19 21:42:03,0.1879,2
2,88.40125,186.12,100.4242,10,15,6,2024-02-20 03:55:33,0.1879,1
2,88.40125,186.12,100.4242,10,15,6,2024-02-20 03:55:33,0.1879,2
3,88.53899,186.41,100.5839,10,15,6,2024-02-20 10:09:08,0.1879,1
3,88.53899,186.41,100.5839,10,15,6,2024-02-20 10:09:08,0.1879,2
4,88.64349,186.63,100.7002,10,15,6,2024-02-20 16:22:56,0.1879,1
4,88.64349,186.63,100.7002,10,15,6,2024-02-20 16:22:56,0.1879,2
5,88.73373,186.82,100.8017,10,15,6,2024-02-20 22:36:53,0.1879,1
5,88.73373,186.82,100.8017,10,15,6,2024-02-20 22:36:53,0.1879,2
6,88.78123,186.92,100.8602,10,15,6,2024-02-21 04:51:02,0.1879,1
6,88.78123,186.92,100.8602,10,15,6,2024-02-21 04:51:02,0.1879,2
7,88.82398,187.01,100.9084,10,15,6,2024-02-21 11:05:14,0.1879,1
7,88.82398,187.01,100.9084,10,15,6,2024-02-21 11:05:14,0.1879,2
8,88.83823,187.04,100.9201,10,15,6,2024-02-21 17:19:25,0.1879,1
8,88.83823,187.04,100.9201,10,15,6,2024-02-21 17:19:25,0.1879,2
9,88.85722,187.08,100.9428,10,15,6,2024-02-21 23:33:42,0.1879,1
9,88.85722,187.08,100.9428,10,15,6,2024-02-21 23:33:42,0.1879,2
10,88.84772,187.06,100.9314,10,15,6,2024-02-22 05:47:55,0.1879,1
10,88.84772,187.06,100.9314,10,15,6,2024-02-22 05:47:55,0.1879,2
1,100,214,100,30,15,1,2022-12-19 23:08:15,0.25593,1
1,100,214,100,30,15,1,2022-12-19 23:08:15,0,2
2,99.3271,212.56,99.33037,30,15,1,2022-12-20 06:09:45,0.25593,1
2,99.3271,212.56,99.33037,30,15,1,2022-12-20 06:09:45,0,2
3,98.9486,211.75,98.95196,30,15,1,2022-12-20 13:09:41,0.25593,1
3,98.9486,211.75,98.95196,30,15,1,2022-12-20 13:09:41,0,2
1,96.1028,205.66,100,30,15,2,2023-05-17 22:17:20,0.2552,1
1,96.1028,205.66,100,30,15,2,2023-05-17 22:17:20,0,2
2,95.72897,204.86,99.61019,30,15,2,2023-05-18 05:04:57,0.2552,1
2,95.72897,204.86,99.61019,30,15,2,2023-05-18 05:04:57,0,2
3,95.4486,204.26,99.31493,30,15,2,2023-05-18 11:51:13,0.2552,1
3,95.4486,204.26,99.31493,30,15,2,2023-05-18 11:51:13,0,2
4,95.23832,203.81,99.09818,30,15,2,2023-05-18 18:36:30,0.2552,1
4,95.23832,203.81,99.09818,30,15,2,2023-05-18 18:36:30,0,2
5,94.98131,203.26,98.8304,30,15,2,2023-05-19 01:20:41,0.2552,1
5,94.98131,203.26,98.8304,30,15,2,2023-05-19 01:20:41,0,2
6,94.80841,202.89,98.6508,30,15,2,2023-05-19 08:03:55,0.2552,1
6,94.80841,202.89,98.6508,30,15,2,2023-05-19 08:03:55,0,2
7,94.63551,202.52,98.46908,30,15,2,2023-05-19 14:46:17,0.2552,1
7,94.63551,202.52,98.46908,30,15,2,2023-05-19 14:46:17,0,2
8,94.50935,202.25,98.33907,30,15,2,2023-05-19 21:28:07,0.2552,1
8,94.50935,202.25,98.33907,30,15,2,2023-05-19 21:28:07,0,2
9,94.3785,201.97,98.20557,30,15,2,2023-05-20 04:09:18,0.2552,1
9,94.3785,201.97,98.20557,30,15,2,2023-05-20 04:09:18,0,2
10,94.28037,201.76,98.10118,30,15,2,2023-05-20 10:50:05,0.2552,1
10,94.28037,201.76,98.10118,30,15,2,2023-05-20 10:50:05,0,2
1,92.65421,198.28,100,30,15,3,2023-07-21 21:00:25,0.25875,1
1,92.65421,198.28,100,30,15,3,2023-07-21 21:00:25,0,2
2,92.8271,198.65,100.1838,30,15,3,2023-07-22 03:35:34,0.25875,1
2,92.8271,198.65,100.1838,30,15,3,2023-07-22 03:35:34,0,2
3,92.85047,198.7,100.2106,30,15,3,2023-07-22 10:10:52,0.25875,1
3,92.85047,198.7,100.2106,30,15,3,2023-07-22 10:10:52,0,2
4,92.83645,198.67,100.1966,30,15,3,2023-07-22 16:46:03,0.25875,1
4,92.83645,198.67,100.1966,30,15,3,2023-07-22 16:46:03,0,2
5,92.82243,198.64,100.1774,30,15,3,2023-07-22 23:21:02,0.25875,1
5,92.82243,198.64,100.1774,30,15,3,2023-07-22 23:21:02,0,2
6,92.79439,198.58,100.1472,30,15,3,2023-07-23 05:55:49,0.25875,1
6,92.79439,198.58,100.1472,30,15,3,2023-07-23 05:55:49,0,2
7,92.7757,198.54,100.1275,30,15,3,2023-07-23 12:30:35,0.25875,1
7,92.7757,198.54,100.1275,30,15,3,2023-07-23 12:30:35,0,2
8,92.73832,198.46,100.09,30,15,3,2023-07-23 19:05:19,0.25875,1
8,92.73832,198.46,100.09,30,15,3,2023-07-23 19:05:19,0,2
9,92.67757,198.33,100.0247,30,15,3,2023-07-24 01:39:33,0.25875,1
9,92.67757,198.33,100.0247,30,15,3,2023-07-24 01:39:33,0,2
10,92.63551,198.24,99.9778,30,15,3,2023-07-24 08:13:37,0.25875,1
10,92.63551,198.24,99.9778,30,15,3,2023-07-24 08:13:37,0,2
1,91.23832,195.25,100,30,15,4,2023-09-27 15:57:42,0.25489,1
1,91.23832,195.25,100,30,15,4,2023-09-27 15:57:42,0,2
2,91.43925,195.68,100.2194,30,15,4,2023-09-27 22:27:21,0.25489,1
2,91.43925,195.68,100.2194,30,15,4,2023-09-27 22:27:21,0,2
3,91.5,195.81,100.2857,30,15,4,2023-09-28 04:57:21,0.25489,1
3,91.5,195.81,100.2857,30,15,4,2023-09-28 04:57:21,0,2
4,91.53738,195.89,100.3271,30,15,4,2023-09-28 11:27:14,0.25489,1
4,91.53738,195.89,100.3271,30,15,4,2023-09-28 11:27:14,0,2
5,91.56542,195.95,100.3547,30,15,4,2023-09-28 17:57:13,0.25489,1
5,91.56542,195.95,100.3547,30,15,4,2023-09-28 17:57:13,0,2
6,91.56075,195.94,100.3523,30,15,4,2023-09-29 00:27:07,0.25489,1
6,91.56075,195.94,100.3523,30,15,4,2023-09-29 00:27:07,0,2
7,91.56542,195.95,100.3547,30,15,4,2023-09-29 06:56:58,0.25489,1
7,91.56542,195.95,100.3547,30,15,4,2023-09-29 06:56:58,0,2
8,91.56542,195.95,100.3576,30,15,4,2023-09-29 13:26:48,0.25489,1
8,91.56542,195.95,100.3576,30,15,4,2023-09-29 13:26:48,0,2
9,91.5514,195.92,100.3395,30,15,4,2023-09-29 19:56:37,0.25489,1
9,91.5514,195.92,100.3395,30,15,4,2023-09-29 19:56:37,0,2
10,91.5514,195.92,100.3414,30,15,4,2023-09-30 02:26:26,0.25489,1
10,91.5514,195.92,100.3414,30,15,4,2023-09-30 02:26:26,0,2
1,90.34112,193.33,100,30,15,5,2023-12-05 21:15:05,0.25059,1
1,90.34112,193.33,100,30,15,5,2023-12-05 21:15:05,0,2
2,90.51869,193.71,100.1988,30,15,5,2023-12-06 03:41:09,0.25059,1
2,90.51869,193.71,100.1988,30,15,5,2023-12-06 03:41:09,0,2
3,90.51869,193.71,100.1984,30,15,5,2023-12-06 10:07:15,0.25059,1
3,90.51869,193.71,100.1984,30,15,5,2023-12-06 10:07:15,0,2
4,90.53738,193.75,100.2208,30,15,5,2023-12-06 16:33:06,0.25059,1
4,90.53738,193.75,100.2208,30,15,5,2023-12-06 16:33:06,0,2
5,90.58411,193.85,100.2712,30,15,5,2023-12-06 22:59:12,0.25059,1
5,90.58411,193.85,100.2712,30,15,5,2023-12-06 22:59:12,0,2
6,90.6028,193.89,100.2898,30,15,5,2023-12-07 05:25:13,0.25059,1
6,90.6028,193.89,100.2898,30,15,5,2023-12-07 05:25:13,0,2
7,90.6215,193.93,100.3112,30,15,5,2023-12-07 11:51:25,0.25059,1
7,90.6215,193.93,100.3112,30,15,5,2023-12-07 11:51:25,0,2
8,90.60748,193.9,100.2977,30,15,5,2023-12-07 18:17:28,0.25059,1
